key,field,en,source
MorisS-16-11,title,"THE USE
OF THE
MECOMETRE

WHICH IS A GEOMETRICAL INSTRUMENT,
with which one can very easily measure
all sorts of lengths and visible distances;
take and reduce to small scale the plan of cities,
castles, and other places; transfer onto paper
or onto the ground such figures and fortifications as one
wishes; make all sorts of maps, both geographic
and chorographic; and perform all
other operations of arithmetic and geometry
which are practiced with the proportional compass,
the proportional rule, the graphometer, and the compass.

By D. Henrion, Mathematician.",summer_2025
MorisS-16-11,imprint,"IN PARIS,
Printed by Isaac Desdin for the Author,
residing on the Île du Palais.

And sold
by Samuel Thiboust, at the Palais in the prisoners’ gallery.

1630.

WITH ROYAL PRIVILEGE.",summer_2025
MorisS-17-1,title,"COURSE
OF MATHEMATICS,
DEMONSTRATED BY A NEW, BRIEF, AND CLEAR METHOD,

By real and universal signs, easily understood
without the use of any particular language.

COURSE
OF MATHEMATICS
DEMONSTRATED BY A NEW,
BRIEF, AND CLEAR METHOD,

By real and universal notes, which can be
easily understood without the use of any language.

By Pierre Herigone, Mathematician.",summer_2025
MorisS-17-1,imprint,"PARIS, 1634.
At the Author’s house, on the Île du Palais, at the sign
of the Eel, &
At Henry Le Gras’s, at the third pillar
of the Grand Hall of the Palais.

With Royal Privilege.",summer_2025
MorisS-17-2,title,"COURSE OF MATHEMATICS
FIFTH AND FINAL VOLUME.
Containing Optics, Catoptrics, Dioptrics,
Perspective, Spherical Trigonometry,
Theories of the Planets, both according to
the hypothesis of the stationary Earth and of the moving Earth,
Gnomonics, and Music.

FIFTH AND LAST
VOLUME OF THE COURSE OF MATHEMATICS.

Containing Optics, Catoptrics, Dioptrics,
Perspective, Spherical Trigonometry,
the Theory of the Planets, both under the hypothesis
of the immobile Earth and of the moving Earth,
Gnomonics, and Music.

By Pierre Herigone, Professor of
Mathematics.",summer_2025
MorisS-17-2,imprint,"PARIS, 1637.
At the Author’s house, on the Île du Palais, at the sign
of the Eel, &
At Henry Le Gras’s, at the third pillar of
the Grand Hall of the Palais, at the Crown.

With Royal Privilege.",summer_2025
MorisS-17-3,title,"SUPPLEMENT
TO THE COURSE OF MATHEMATICS,
Containing the Geometrical solutions of cubic
equations, both pure and affected.

THE SUPPLEMENT TO THE COURSE
of Mathematics, containing the Geometrical Solutions
of cubic equations, pure and affected.
The use of Algebra. The method of putting into Per-
spective all sorts of objects by means of the Proportional
Compass. The Theory of the Planets, distinguished
according to the hypotheses of the immobile Earth and the
mobile Earth. An Introduction to Chronology, with a Table
of the most notable things arranged alphabetically: and
a Catalogue of the best Authors of Mathematics.

By Pierre Herigone, Professor of
Mathematics.",summer_2025
MorisS-17-3,imprint,"IN PARIS, 1642.
At the Author’s house, on the Île du Palais, at the sign
of the Eel; &
At Henry Le Gras’s, at the third pillar of the
Grand Hall of the Palais, at the Crown.

With Royal Privilege.",summer_2025
MorisS-18-1,title,"ON SEGMENTS
OF THE CIRCLE
AND OF THE HYPERBOLA

From their given centers of gravity, together with the
discovery of proportion and of the center of gravity in
portions of the sphere and many other solids bounded by
surfaces, as well as in the quadrature
of a certain part of a cylinder, and of other figures:

Demonstrated and reduced to calculation with the help
of the Archimedean treatise, and from material divided,
which in this work is restored and enlarged

By Antonio Lalovera, of the Society of Jesus.",summer_2025
MorisS-18-1,imprint,"IN TOULOUSE,
At the house of Petrus Bosc.

1651.",summer_2025
MorisS-18-4,title,"THE GEOMETRY
OF THE ANCIENTS
ADVANCED IN SEVEN
BOOKS ON THE CYCLOID,
And in two added Appendices.

By Antonio Lalovera,
of the Society of Jesus.",summer_2025
MorisS-18-4,imprint,"IN TOULOUSE,
At the house of Arnaud Colomier, Printer to the King
and to the Academy of Toulouse.

1660.
With Privilege.",summer_2025
MorisS-20-5,title,"SELECT
PROPOSITIONS
SCATTERED THROUGHOUT ALL OF
MATHEMATICS,
MOST BEAUTIFUL,
WHICH, ON THE SOLEMN FEAST OF THE SAINTS
IGNATIUS AND XAVIER,
AND AT THE ANNIVERSARY CELEBRATION OF THE
COLLEGE OF PONT-À-MOUSSON,
WILL BE DEFENDED
By the Students of Mathematics.",summer_2025
MorisS-20-5,imprint,"IN PONT-À-MOUSSON,
At the house of Sébastien Cramoisy, Printer to the Most Serene Duke
and sworn Printer of the University.

1622.",summer_2025
MorisS-20-6,title,"MATHEMATICAL
RECREATION,
COMPOSED
OF SEVERAL PLEASANT AND WITTY
PROBLEMS,

In Arithmetic, Geometry,
Mechanics, Optics, and other
parts of these beautiful sciences.",summer_2025
MorisS-20-6,imprint,"IN PONT-À-MOUSSON,
By Jean Appier Hanzelet, Printer and
Engraver to His Highness, and to the University.

1626.",summer_2025
MorisS-21-1,title,"MATHEMATICAL
SYNOPSIS.

To the Most Reverend Father
SIMON BACHELIER,
General of the Order of Minims.",summer_2025
MorisS-21-1,imprint,"PARIS,
From the press of Robert Estienne.
1626.

With Royal Privilege.",summer_2025
MorisS-21-2,title,"TREATISE OF
UNIVERSAL
HARMONY.

Wherein is contained the Theoretical
and Practical Music of the Ancients and Moderns,
together with the causes of its effects.

Enriched with reasons drawn from Philosophy
and from Mathematics.

By the Sieur de SERMES.",summer_2025
MorisS-21-2,imprint,"IN PARIS,
For Guillaume Baudry, rue des
Amandiers, near the Collège des Graffins.

1627.

With the King’s Privilege.",summer_2025
MorisS-21-5,title,"HARMONIC
QUESTIONS.

In which are contained several
remarkable matters concerning
Physics, Morality,
and other sciences.",summer_2025
MorisS-21-5,imprint,"IN PARIS
At Jacques Villery, rue Clopin,
at the sign of the Shield of France, and at the corner of
rue Dauphine at the Three Wigs.

1634.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-21-6,title,"THE
PRELUDES
OF UNIVERSAL
HARMONY,
OR
CURIOUS QUESTIONS.

Useful for Preachers, Theologians,
Astrologers, Physicians,
and Philosophers.

Composed by the L. P. M. M.",summer_2025
MorisS-21-6,imprint,"IN PARIS,
At Henry Guénon’s, rue Saint-Jacques,
near the Jacobins, at the sign of Saint Bernard.

1634.

WITH PRIVILEGE AND APPROVAL.",summer_2025
MorisS-21-7,title,"FATHER MARIN
MERSENNE
OF THE ORDER OF MINIMS.
BOOKS OF HARMONICS.

In which is treated
Of the Nature, Causes, and Effects of Sounds:
of Consonances, Dissonances, Ratios, Genera, Modes, Songs,
Composition, and the entire world of Harmonic Instruments.",summer_2025
MorisS-21-7,imprint,"PARIS,
At the expense of Guillaume Baudry, rue Amygdaline,
near the Collège des Grassins.
1636.

With the Privilege of the King and Approval of the Superiors.",summer_2025
MorisS-21-8,title,"UNIVERSAL
HARMONY,

CONTAINING THE THEORY AND
PRACTICE OF MUSIC.

Wherein is treated of Consonances, Dissonances,
Genera, Modes, Composition, the Voice,
Songs, and all kinds of Harmonic
Instruments.

By FATHER MARIN MERSENNE of the Order of Minims.",summer_2025
MorisS-21-8,imprint,"IN PARIS,
By Pierre Ballard, Printer of the King’s Music,
dwelling on rue Saint-Jean de Beauvais,
at the sign of Mount Parnassus.

1636.

With the King’s Privilege and the Approval of the Doctors.",summer_2025
MorisS-21-9,title,"THE NEW
THOUGHTS
OF
GALILEI,
MATHEMATICIAN
AND ENGINEER
OF THE DUKE OF FLORENCE.

Where, through marvelous inventions and
demonstrations unknown until now,
is treated the proportion of motions,
both Natural and Violent, and
all that is most subtle in
Mechanics and in Physics.

Translated from Italian into French.",summer_2025
MorisS-21-9,imprint,"IN PARIS,
At Pierre Rocolet, Printer and Ordinary Bookseller
to the King, at the Palais, in the gallery of the Prisoners,
at the sign of the Arms of the King and of the City.

1639.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-21-10,title,"UNIVERSAL
GEOMETRY,
AND MIXED
MATHEMATICAL
SYNOPSIS,

AND TWO TREATISES
ON REFRACTIONS DEMONSTRATED.

By the study and work of F. M. MERSENNE, Minim.",summer_2025
MorisS-21-10,imprint,"IN PARIS,
At Antoine Bertier’s, rue Saint-Jacques,
at the sign of Fortune.

1644.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-21-11,title,"FATHER MARIN
MERSENNE
OF THE ORDER OF MINIMS

PHYSICO-
MATHEMATICAL
THOUGHTS.

In which both the effects of nature and of art,
worthy of wonder, are explained
by most certain demonstrations.",summer_2025
MorisS-21-11,imprint,"PARIS,
At the expense of Antoine Bertier, rue Saint-Jacques

1644.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-21-12,title,"NEW
PHYSICO-
MATHEMATICAL
OBSERVATIONS
OF FATHER MARIN
MERSENNE,
MINIM.

VOLUME III.

To which is added Aristarchus of Samos
On the System of the World.",summer_2025
MorisS-21-12,imprint,"PARIS,
At the expense of Antoine Bertier, rue Saint-Jacques,
at the sign of Fortune.

1647.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-21-13,title,"OPTICS,
AND
CATOPTRICS
BY
THE REVEREND FATHER MERSENNE,
MINIM.

NEWLY BROUGHT TO LIGHT,
after the death of the Author.",summer_2025
MorisS-21-13,imprint,"IN PARIS,
At the widow of F. Langlois, called Chartres, rue
Saint-Jacques, at the sign of the Columns of Hercules.

1651.

With the King’s Privilege.",summer_2025
MorisS-22-2,title,"FAMOUS
AND ANCIENT PROBLEM
OF THE EARTH’S MOTION OR REST;
HITHERTO DESIRED
SOLUTION.

TO THE MOST EMINENT
CARDINAL RICHELIEU;
DUKE, AND PEER OF FRANCE.

By Jean-Baptiste Morin, of the French from Belley,
Doctor of Medicine, and
Royal Professor of Mathematics in Paris.

“The earth stands forever; the sun rises and sets.”
— Ecclesiastes, chapter 1.",summer_2025
MorisS-22-2,imprint,"PARIS,
From the Author’s house, near the Pont Neuf,
in rue Dauphine,
at the sign of the Shield of France.

1631.",summer_2025
MorisS-22-3,title,"CANONICAL
TRIGONOMETRY,
IN THREE BOOKS.

In which the theory and practice of plane and spherical
triangles are demonstrated with the greatest accuracy
and brevity.

TO WHICH IS ADDED A FOURTH BOOK,
On the tables of logarithms: namely, their construction
and their most ample and easy use, so that nothing
is lacking in this work.

DEDICATED TO THE MOST EMINENT CARDINAL
ALPHONSE LOUIS DU PLESSIS DE RICHELIEU,
Archbishop and Count of Lyon, Primate of Gaul,
Grand Almoner of France, etc.

By Jean-Baptiste Morin, of the French from Belley,
Doctor of Medicine, and Royal
Professor of Mathematics in Paris.",summer_2025
MorisS-22-3,imprint,"PARIS,
At the expense of the Author, where copies are for sale.
Also at Jean Libert’s, rue Saint-Jean-de-Latran,
across from the Royal Auditorium.

WITH THE KING’S PRIVILEGE.

1633.",summer_2025
MorisS-22-4,title,"ASTRONOMY,
NOW FROM ITS FOUNDATIONS
FULLY AND EXACTLY RESTORED.

Comprising nine parts, long desired
for the science of the LONGITUDES
both celestial and terrestrial.

Whereby the position, longitude, and latitude
of any observed star or place on Earth
can be most accurately determined:
and all the true principles of Astronomy,
long unknown, are here set forth.

A WORK
absolutely necessary for the construction
of the most exact astronomical tables.

TO THE MOST EMINENT
CARDINAL RICHELIEU,
DUKE AND PEER OF FRANCE.

By Jean-Baptiste Morin, of the French from Belley,
Doctor of Medicine, and Royal
Professor of Mathematics in Paris.

“Great is truth, and it prevails.”  — 2 Esdras, book 3, ch. 4.",summer_2025
MorisS-22-4,imprint,"PARIS,
From the Author’s house, and also at Jean Libert’s,
rue Saint-Jean-de-Latran.

WITH THE KING’S PRIVILEGE.

1640.",summer_2025
MorisS-22-5,title,"THE SCIENCE
OF LONGITUDES
BY
JEAN-BAPTISTE MORIN,
DOCTOR OF MEDICINE,
and Royal Professor of Mathematics
in Paris.

Reduced to an exact and
easy practice by himself, upon the Celestial Globe;
for both land and sea: For the benefit
of Pilots and Sea Captains.

WITH THE CENSORSHIP OF THE NEW
Theory and Practice of the secret of Longitudes by
Father Leonard Dvlires, Recollect.

TO HIS MOST EMINENT
CARDINAL MAZARIN.",summer_2025
MorisS-22-5,imprint,"IN PARIS,
At the author’s expense, living in the faubourg Saint-Marcel,
rue du Puits de Fer, near the Fathers of the Christian Doctrine;
where the book is sold: Also at Jacques
Villery, Bookseller at the Palais, in the Galerie Dauphine.

1647.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-22-6,title,"CANONICAL
TRIGONOMETRY,
Divided into three Books:

In which the Theory and Practice
of plane and spherical triangles are treated
most exactly and briefly.

FOLLOWED BY A FOURTH BOOK,
containing the Tables of logarithms for calculation; namely,
their construction, and their very ample and easy use,
so that in this work nothing may be lacking.

DEDICATED
TO THE MOST ILLUSTRIOUS AND GENEROUS LORD
Messire Martin Ruzé, Marquis d’Effiat and
of Longemeau, Counselor to the King in his Council of State,
Grand Master of the Mines of France, and Governor
of the Province of Bourbonnois.

By Jean-Baptiste Morin of Villefranche in Beaujolais, Doctor
of Medicine, and Royal Professor of Mathematics at Paris.",summer_2025
MorisS-22-6,imprint,"IN PARIS,
At Pierre Menard, sworn bookseller of the
University of Paris, at the descent of Pont Saint-Michel,
rue Boucherie, at the sign of the Good Shepherd.

1657.",summer_2025
MorisS-22-7,title,"FRENCH
ASTROLOGY

Founded upon its own principles and reasons,
and distributed into 26 books.

Not only
for students of JUDICIAL ASTROLOGY,
but also most necessary for all Philosophers, Physicians, and Theologians:
since it contains many excellent things pertaining to those sciences.

By the work and study of
JEAN-BAPTISTE MORIN,
of the French from Belley, Doctor of Medicine,
and Royal Professor of Mathematics in Paris.

His Anagram:
“MIRA SAPIENS UNI BONO STAT”
(The marvelous wisdom stands firm for the one good).",summer_2025
MorisS-22-7,imprint,"THE HAGUE,
From the press of Adrian Vlacq,

1661.",summer_2025
MorisS-23-1,title,"EXAMINATION
OF THE BOOK OF
MATHEMATICAL
RECREATIONS:
AND OF ITS PROBLEMS
in Geometry, Mechanics, Optics,
and Catoptrics

Where also are discussed and corrected several
physical experiments therein proposed.

By Claude Mydorge, Esquire, Lord of la
Maillarde, Counselor to the King, and
Treasurer General of France in Picardy.",summer_2025
MorisS-23-1,imprint,"IN PARIS,
At Rolet Boutonné, at the Palais, at the entrance
of the little gallery of the Prisoners, in the
second shop.

1630.

With the King’s Privilege.",summer_2025
MorisS-23-2,title,"CLAUDE
MYDORGE
PATRICIAN OF PARIS
FORERUNNER
OF CATOPTRICS
AND DIOPTRICS:
OR
ON CONICS,
A WORK LEADING TO THE HIDDEN
MYSTERIES OF THE REFLECTED AND REFRACTED RAY,
showing the way and bearing the torch.

BOOKS ONE AND TWO.

Dedicated to the Academy of Lyons (D.A.L.G.).",summer_2025
MorisS-23-2,imprint,"PARIS,
From the press of I. Dedin, rue des Noyers,
at the sign of the Three Doves.

1631.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-24-1,title,"THE
CURIOUS PERSPECTIVE
OR
ARTIFICIAL MAGIC
OF MARVELOUS EFFECTS.

Of
{ Optics, by direct vision.
{ Catoptrics, by the reflection of mirrors
  flat, cylindrical, and conical.
{ Dioptrics, by the refraction of crystals.

In which, besides a summary and general method of common Perspective,
reduced to practice upon the five regular bodies, there is also taught the way
to make and construct all sorts of deformed figures, which when viewed from
their proper point appear in correct proportion: all by practices
so easy, that even the least versed in Geometry may use them with
only the compass and the ruler.

“Let no one ignorant of geometry enter here.”

A work most useful for Painters, Architects, Engravers, Sculptors, and all others
who employ drawing in their works.

By Father Jean François Niceron, Parisian, of the Order of Minims.",summer_2025
MorisS-24-1,imprint,"IN PARIS,
At Pierre Billaine, rue Saint-Jacques,
at the sign of the Bonne Foy, before Saint Yves.

1638.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-24-1,frontispiece,"THE CURIOUS PERSPECTIVE
BY FATHER JEAN-FRANÇOIS NICÉRON, PARISIAN,
OF THE ORDER OF THE MINIMS.

Engraved by Daret.

IN PARIS, at Pierre Billaine’s, Rue Saint-Jacques, at the sign of the Good Faith,
opposite Saint Yves: with the King’s privilege. 1638.",summer_2025
MorisS-24-2,title,"THE INTERPRETATION
OF CIPHERS,
OR
RULE
FOR WELL UNDERSTANDING
and easily explaining all sorts
of simple ciphers.

Taken from the Italian of Signor Antonio Maria Cospi,
Secretary to the Grand Duke of Tuscany.

Enlarged and specially adapted
for the use of the French
and Spanish languages, by F. I. F. N. P. M.",summer_2025
MorisS-24-2,imprint,"IN PARIS,
At Augustin Courbé, Bookseller and Printer
to the King’s Brother, at the Palais,
in the little hall, at the sign of the Palm.

1641.

With the King’s Privilege.",summer_2025
MorisS-24-3,title,"THE REVEREND FATHER
JEAN-FRANÇOIS
NICERON,
PARISIAN, OF THE ORDER OF MINIMS.

THE OPTICAL
THAUMATURGE,
OR
WONDERS

OF OPTICS, by direct rays;
OF CATOPTRICS, by reflection from polished bodies, plane, cylindrical,
conical, polyhedral, polygonal, and others;
OF DIOPTRICS, by refraction in transparent bodies.

In which, besides the foundations of scenography or common perspective, very easy
practices and demonstrations are shown, as well as prescriptions for all kinds of
regular solids, simple and composite, and irregular multiform ones, polyhedra,
star-shaped, perforated, and also architectural models, military diagrams, and countless
other spectacles in drawing: together with the surest and most expeditious rules, for the
three modes of vision — direct, reflected, and refracted — for delineating figures of
whatever deformed and disproportioned shapes upon any surface, so that when viewed
from a fixed point they appear proportioned, pleasing, and consistent with the laws of
painting and symmetry; indeed, even most similar to any given object.

A curious and useful work for Painters, Architects, Sculptors, Engravers, and all
others whose work lies in the study of drawing.

PART ONE
On those things which concern Direct Vision.

TO THE MOST EMINENT CARDINAL
MAZARIN.",summer_2025
MorisS-24-3,imprint,"PARIS,
Printed by Francis Langlois, called Chartres,
rue Saint-Jacques, at the sign of the Columns of Hercules.

1646.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-24-3,frontispiece,"To
MY LORD
SÉGUIER,
CHANCELLOR OF FRANCE.

MY LORD,

It is with all humility and with
all the respect that is due to your",summer_2025
MorisS-25-3,title,"TREATISE
ON THE ARITHMETICAL
TRIANGLE,
WITH SOME OTHER
SMALL TREATISES ON THE
SAME SUBJECT.

By Mr. Pascal.",summer_2025
MorisS-25-3,imprint,"IN PARIS,
At Guillaume Desprez, rue Saint-Jacques,
at the sign of Saint Prosper.

1665.",summer_2025
MorisS-25-8,title,"LETTER
FROM
A. DETTONVILLE
TO MONSIEUR
DE SLUZE, CANON
of the Cathedral of Liège,
SENDING TO HIM

The Dimension and the Center of Gravity of the Staircase.
The Dimension and the Center of Gravity of Cylindrical Triangles.
The Dimension of a Solid formed by means
of a Spiral around a Cone.",summer_2025
MorisS-25-8,imprint,"IN PARIS,
1658.",summer_2025
MorisS-26-1,title,"THE USE
OR THE
METHOD OF PRACTICING
BY A RULE ALL
the operations of the Proportional
Compass.

With a complete construction of both kinds of compass,
augmented with tables of the weight and size
of metals and many other bodies.

And the reduction of all measures and all weights
of Europe, Africa, and Asia, to the measure
and weight of Paris.

Also the construction and use of the Talisso,
or Artillery Caliber.",summer_2025
MorisS-26-1,imprint,"IN PARIS,
At Melchior Mondière, in the Cour du Palais,
Place du Change, at the sign of the Two Vipers.

1634.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-26-2,title,"DISSERTATION
ON
THE NATURE
OF COMETS.
TO THE KING.

With a Discourse on the Prognostics of Eclipses &
other Curious Matters.

By P. PETIT, Intendant of Fortifications, etc.",summer_2025
MorisS-26-2,imprint,"IN PARIS,
At Thomas Jolly, sworn bookseller, at the Palais, in the Salle des
Mercers, at the sign of the Palm, and at the Arms of Holland.

1665.

WITH THE KING’S PRIVILEGE.",summer_2025
MorisS-27-1,title,"TREATISE ON
MECHANICS.
OF WEIGHTS SUPPORTED
BY FORCES
ON PLANES INCLINED
TO THE HORIZON.

OF THE FORCES WHICH SUPPORT
a weight suspended by two cords.

By Gilles Personne de Roberval, Royal Professor of Mathe-
matics at the Collège de Maistre Gervais, and in the Chair
of Ramus at the Collège Royal of France.",summer_2025
MorisS-27-1,imprint,"IN PARIS,
By Richard Charlemagne, rue des
Amandiers, at the Sign of Royal Truth.

1636.",summer_2025
MorisS-27-2,title,"ARISTARCHUS
OF SAMOS
ON THE SYSTEM OF THE WORLD,
its parts and its motions,
A LITTLE BOOK.

To which are added Notes on the same book
by A. P. de Roberval,
Professor of Mathematics at the Royal College of France.",summer_2025
MorisS-27-2,imprint,"PARIS,
At the expense of a distinguished gentleman.

Sold by Antoine Bertier, rue Saint-Jacques,
at the sign of Fortune.

1644.

With the King’s Privilege.",summer_2025
MorisS-28-1,title,"THE CONSTRUCTION,
USE,
AND PROPERTIES
OF THE
NEW MATHEMATICAL
QUADRANT:

As well as the construction of the table of
sines, from minute to minute successively
by a single maxim:
Also an abridgment of said tables on a small
half-page with its use:
And finally, the method of finding the angles
of a triangle by the knowledge of the sides,
and the sides by the angles, without the help
of any table.

Composed by PIERRE VERNIER, Captain &
Castellan for His Majesty at the Castle of Dornans,
Counselor, & General of his Moneys,
in the County of Burgundy.",summer_2025
MorisS-28-1,imprint,"IN BRUSSELS,
At François Vivien,
behind the Town Hall:
At the sign of the Good Shepherd. 1631.",summer_2025
Beaulieu-1,title,"THE
FRENCH
GEOMETRY,
OR
EASY PRACTICE.

TO LEARN WITHOUT A MASTER
the surveying of accessible and inac-
cessible figures, the measurement and scaling of fortifications;
and all kinds of buildings for those who
have no knowledge of Mathematics, with
the arithmetic key for its operations.

The quadrature of the Circle, or the practice and reduction
of Circles, Segments, Ellipses, Parabolas, Hyper-
bolas, and conic & cylindrical sections, into
their perfect square, their applications to the measurement of
curved lines, and to civil, naval,
and military architecture for the benefit of the learned.

By Sieur DE BEAULIEU, Engineer, Geographer to the King,
Sworn Surveyor in ordinary to His Majesty, in the department
of La Rochelle.",summer_2025
Beaulieu-1,imprint,"IN PARIS,
At Charles de Sercy, at the Palais, at the sixth
pillar of the Great Hall, opposite the Stairway of the
Court of Aids, at the sign of the Crowned Good Faith.

1676.

WITH THE KING’S PRIVILEGE.",summer_2025
Beaulieu-1,frontispiece,"THE
FRENCH GEOMETRY
OR THE PRACTICE
MADE EASY.

TO LEARN WITHOUT
A MASTER.

The Surveying of Fig-
ures accessible and inac-
cessible, measurements and all
of Fortifications, and all
kinds of buildings,
for those who have no
knowledge of Mathematics, with the
Arithmetical Key for its operations.

By Sieur DE BEAULIEU, Engineer,
Geographer to the King, Sworn Surveyor
in Ordinary to His Majesty for the district
of La Rochelle.

IN PARIS
At Charles de Sercy’s,
in the Great Hall of the
Palais, at the sign of La Bonne Foy,
The Crown.",summer_2025
Hardy-1,title,"REFUTATION
OF THE PAMPHLET OF J. PUJOS,
ENTITLED
THE FUTILITY OF REASONINGS, etc.

REFUTATION OF THE FALSE
QUADRATRIX OF THE SAME PUJOS.

THIRD REFUTATION
of the false quadrature of Mr. de Laleu, where it is
demonstrated that the square of eight-ninths
of the diameter of a circle is larger than the
figure of 24 sides constructed independently
of the 47th proposition
of the first book of Euclid.",summer_2025
Hardy-1,imprint,1643.,summer_2025
Hardy-2,title,"REFUTATION
Of a pamphlet printed in Rouen in the year 1642,
under the title of

FUTILITY OF REASONINGS, etc.

Where it is shown how it was made on the subject of another
pamphlet sent from Lyon, entitled

NULLITY OF DEMONSTRATIONS, etc.

The so-called FUTILITIES, as well as the so-called
NULLITIES, put forward to deceive the less
wary, by J. Pujos, who claims to be the Author of these two pamphlets,
after having indeed expressly admitted what it was, and
what should have been solely in question, namely, THE FALSEHOOD
of the so-called QUADRATURES OF THE CIRCLE, and the
DUPLICATION OF THE CUBE, of the SIEUR DE LALEU HIS
MASTER, are in fact nothing but what the same Pujos failed
to notice and understand, although very easy and trivial,
because of his small and slow wit in comprehending, as was
publicly recognized in writing, ten years ago. Moreover,
they contain six or seven marked FALSEHOODS,
set forth in detail on the following page, refuted in this booklet, by
the same method for the

THIRD REFUTATION

Of the false Quadrature of the Circle of the SIEUR DE LALEU, so often
debated for twenty-four years, it is demonstrated that the SQUARE of
eight-ninths of the diameter of a circle is larger than the figure of 23
sides inscribed in the same circle. And moreover, that the square of the line (which
J. Pujos declares to be that which lines 7, 8, 9 & 10 of the page, of the book
entitled, Quadrature of the Circle and Doubling of the Cube, printed and reissued by
P. de V, printed in La Rochelle in the year 1619, should be understood),
is larger than the figure of 32 sides inscribed in a circle.",summer_2025
Hardy-2,imprint,"PARIS.
1643.",summer_2025
Hardy-3,title,"MORAL
CIVILITY
FOR
CHILDREN:

Composed in Latin by
ERASMUS.

Translated into French by CLAUDE
HARDY, Parisian,
aged nine years.",summer_2025
Hardy-3,imprint,"IN PARIS,
By Jean Sara, rue Saint-Jean de
Beauvais, in front of the Schools
of Decretals.

1613.",summer_2025
MorisS-3-1,title,"Abridgment of the Precepts of Algebra, by Father Jacques de Billy",summer_2025
MorisS-3-1,imprint,"Reims, François Bernard, 1637",summer_2025
MorisS-7-1,title,"Use of the Proportion Wheel, on which one promptly and easily practices all the rules of arithmetic… by J. Buot, of L’Aigle",summer_2025
MorisS-7-1,imprint,"Paris, Melchior Mondière, 1647",summer_2025
MorisS-8-2,title,"Example of one of the universal methods of S.G.D.L. concerning the practice of perspective without employing any third point, distance, or anything else outside the field of the work",summer_2025
MorisS-15-2,title,Refutation of the method of finding a square equal to the circle,summer_2025
MorisS-21-4,title,"Treatise on Movements and the Fall of Heavy Bodies, and on the Proportion of Their Different Speeds. In which one will see several very exact experiments.",summer_2025
MorisS-21-4,imprint,"In Paris, at Jacques Villery’s, Rue Clopin, at the Sign of the Shield of France, and at the corner of Rue Dauphine, at the Three Wigs. 1634.",summer_2025
Hardy-4,title,"The nullity, futility or silliness, and falsity of the so-called quadratrix, brought to light by Jacques Pujos in a pamphlet printed at Rouen in the year 1642, at Guillaume Loyselet’s, Rue Gantière. Where moreover it is shown that this quadratrix is an old...",summer_2025
Hardy-4,imprint,"Paris, at Robert Sara's, 1643",summer_2025
Hardy-5,title,"Third Refutation of the False Quadrature of the Circle by M. de Laleu, so often debated for twenty-four years. Where it is shown, by a linear demonstration and independent of the forty-seventh proposition of the first book of Euclid, that the square of eight...",summer_2025
Hardy-6,title,"Second Refutation of the So-Called Quadrature of the Circle. Brought back to light on pages 130 and 131 of the book entitled Mathematical Propositions by Monsieur de La Leu, demonstrated by J. Pujos, printed in the year 1638. Where it is shown that the square of eight does not...",summer_2025
MorisS-8-3,title,"1639. With Privilege.
Rough Draft of a Project for an Attempt at the Events of the Intersections of the Cone with a Plane, by L. S. G. D. L.",summer_2025
MorisS-12-1,title,"Solution of Two Problems
concerning cubic and square numbers, which, as insoluble, were proposed to all the mathematicians of Europe by the most illustrious man, M. Fermat, and transmitted to the very distinguished Dr. M. Laurender, physician.

Discovered by D.B.F.D.B.

And also: Two other numerical problems, proposed in turn by the very distinguished Dr. M. Laurender, together with certain solutions given by the same D.B.F.D.B.

Added to this: An inquiry into the solution of the first problem, given by Mr. Frans van Schooten, Professor of Mathematics at the University of Leiden.

In which are contained: Six other solutions of the first problem in analytical terms, given in the form of a problem by the same D.B.F.

Furthermore also: The solution of another problem proposed by the same illustrious M. Fermat concerning numbers deficient by one from a square, with a construction of its solution.",summer_2025
MorisS-12-1,imprint,"Paris,
At the house of Jacques Langlois, Royal Printer, on Mont Sainte-Geneviève, at the sign of the Queen of Peace.
1657.",summer_2025
MorisS-18-3,title,"Proposition Thirty-Six.

Excerpted from the fourth book on the Cycloid by Antonius Lalovera, not yet published, but communicated some months ago to men distinguished for learning and integrity.",summer_2025
MorisS-25-4,title,"History of the Trochoid, or Cycloid, in French, la Roulette.

In which is related by what steps one arrived at the understanding of the innermost nature of that line.",summer_2025
bib-1,title,"A singular and useful book,
concerning the art and practice
of Geometry, newly composed in
French, by Master Charles de Bovelles,
Canon of
Noyon.",summer_2025
bib-2,title,"Practical Geometry,
composed by the noble Philosopher
Master Charles de Bovelles, and newly
revised by him, augmented,
and greatly enriched.",summer_2025
bib-2,imprint,"In Paris,
From the press of Regnaud Chaudiere,
and his son Claude.
1547.",summer_2025
bib-3,title,A little treatise on geometry and the practical making of sundials,summer_2025
